내용,종류,수준
오병이어 기적 후 예수님이 자신을 무엇이라 선언하셨나요?|생명의 빛|생명의 떡|살아있는 물|선한 목자|2,장문퀴즈,
예수님이 물 위를 걸어오실 때 제자들의 반응은 어떠했나요?|기뻐했다|두려워했다|박수쳤다|수영해서 왔다|2,장문퀴즈,
생명의 떡 말씀을 듣고 떠난 제자들에게 예수님이 열두 제자에게 하신 질문은 무엇인가요?|배고프냐|너희도 가려느냐|믿느냐|기도하였느냐|2,장문퀴즈,
성전에서 가르치실 때 예수님이 선언하신 말씀은 무엇인가요?|나는 왕이다|명절 끝날 누구든지 목마르거든 내게 와서 마시라|율법을 지켜라|예루살렘을 떠나라|2,장문퀴즈,
간음하다 잡힌 여인에게 예수님이 하신 말씀은 무엇인가요?|율법대로 하라|나도 너를 정죄하지 아니하노니 가서 다시는 죄를 범하지 말라|벌을 받아라|숨어라|2,장문퀴즈,
예수님이 자신을 세상의 무엇이라 하셨나요?|생명의 떡|빛|물|문|2,장문퀴즈,
날 때부터 맹인이었던 사람을 고치실 때 사용하신 방법은 무엇인가요?|말씀만으로|진흙을 이겨 눈에 바르고 실로암 못에서 씻게 함|물을 뿌림|기도만 함|2,장문퀴즈,
선한 목자에 대한 말씀에서 예수님이 자신과 양의 관계를 설명한 것은 무엇인가요?|목자가 양을 판다|선한 목자는 양을 위해 목숨을 버린다|양이 목자를 따른다|목자가 양을 훈련시킨다|2,장문퀴즈,
예수님이 선한 목자이심을 선언하신 후 유대인들의 반응은 어떠했나요?|모두 믿었다|패가 갈려 논쟁했다|도망갔다|기뻐했다|2,장문퀴즈,
요한복음 10장에서 예수님이 자신을 무엇에 비유하셨나요?|씨 뿌리는 자|양의 문과 선한 목자|포도나무|빛|2,장문퀴즈,
,,
,,
[요한복음 11장 ~ 15장],장문제목,
"어떤 병자가 있으니 이는 마리아와 그 자매 마르다의 마을 베다니에 사는 나사로라 이 마리아는 향유를 주께 붓고 머리털로 주의 발을 닦던 자요 병든 나사로는 그의 오라버니더라 이에 그 누이들이 예수께 사람을 보내어 이르되 주여 보시옵소서 사랑하시는 자가 병들었나이다 하니 예수께서 들으시고 이르시되 이 병은 죽을 병이 아니라 하나님의 영광을 위함이요 하나님의 아들이 이로 말미암아 영광을 받게 하려 함이라 하시더라 예수께서 본래 마르다와 그 동생과 나사로를 사랑하시더니 나사로가 병들었다 함을 들으시고 그 계시던 곳에 이틀을 더 유하시고 그 후에 제자들에게 이르시되 유대로 다시 가자 하시니 제자들이 말하되 랍비여 방금도 유대인들이 돌로 치려 하였는데 또 그리로 가시려 하나이까 예수께서 대답하시되 낮이 열두 시간이 아니냐 사람이 낮에 다니면 이 세상의 빛을 보므로 실족하지 아니하고 밤에 다니면 빛이 그 사람 안에 없는 고로 실족하느니라 이 말씀을 하신 후에 또 이르시되 우리 친구 나사로가 잠들었도다 그러나 내가 깨우러 가노라 제자들이 이르되 주여 잠들었으면 낫겠나이다 하더라 예수는 그의 죽음을 가리켜 말씀하신 것이나 그들은 잠들어 쉬는 것을 가리켜 말씀하심인줄 생각하는지라 이에 예수께서 밝히 이르시되 나사로가 죽었느니라 내가 거기 있지 아니한 것을 너희를 위하여 기뻐하노니 이는 너희로 믿게 하려 함이라 그러나 그에게로 가자 하시니 디두모라고도 하는 도마가 다른 제자들에게 말하되 우리도 주와 함께 죽으러 가자 하니라 예수께서 와서 보시니 나사로가 무덤에 있은 지 이미 나흘이라 베다니는 예루살렘에서 가깝기가 한 오 리쯤 되매 많은 유대인이 마르다와 마리아에게 그 오라비의 일로 위문하러 왔더니 마르다는 예수께서 오신다는 말을 듣고 곧 나가 맞이하되 마리아는 집에 앉았더라 마르다가 예수께 여짜오되 주께서 여기 계셨더라면 내 오라버니가 죽지 아니하였겠나이다 그러나 나는 이제라도 주께서 무엇이든지 하나님께 구하시는 것을 하나님이 주실 줄을 아나이다 예수께서 이르시되 네 오라비가 다시 살아나리라 마르다가 이르되 마지막 날 부활 때에는 다시 살아날 줄을 내가 아나이다 예수께서 이르시되 나는 부활이요 생명이니 나를 믿는 자는 죽어도 살겠고 무릇 살아서 나를 믿는 자는 영원히 죽지 아니하리니 이것을 네가 믿느냐 이르되 주여 그러하외다 주는 그리스도시요 세상에 오시는 하나님의 아들이신 줄 내가 믿나이다 이 말을 하고 돌아가서 가만히 그 자매 마리아를 불러 말하되 선생님이 오셔서 너를 부르신다 하니 마리아가 이 말을 듣고 급히 일어나 예수께 나아가매 예수는 아직 마을로 들어오지 아니하시고 마르다가 맞이했던 곳에 그대로 계시더라 마리아와 함께 집에 있어 위로하던 유대인들은 그가 급히 일어나 나가는 것을 보고 곡하러 무덤에 가는 줄로 생각하고 따라가더니 마리아가 예수 계신 곳에 가서 뵈옵고 그 발 앞에 엎드리어 이르되 주께서 여기 계셨더라면 내 오라버니가 죽지 아니하였겠나이다 하더라 예수께서 그가 우는 것과 또 함께 온 유대인들이 우는 것을 보시고 심령에 비통히 여기시고 불쌍히 여기사 이르시되 그를 어디 두었느냐 이르되 주여 와서 보옵소서 하니 예수께서 눈물을 흘리시더라 이에 유대인들이 말하되 보라 그를 얼마나 사랑하셨는가 하며 그 중 어떤 이는 말하되 맹인의 눈을 뜨게 한 이 사람이 그 사람은 죽지 않게 할 수 없었더냐 하더라 이에 예수께서 다시 속으로 비통히 여기시며 무덤에 가시니 무덤이 굴이라 돌로 막았거늘 예수께서 이르시되 돌을 옮겨 놓으라 하시니 그 죽은 자의 누이 마르다가 이르되 주여 죽은 지가 나흘이 되었으매 벌써 냄새가 나나이다 예수께서 이르시되 내 말이 네가 믿으면 하나님의 영광을 보리라 하지 아니하였느냐 하시니 돌을 옮겨 놓으니 예수께서 눈을 들어 우러러 보시고 이르시되 아버지여 내 말을 들으신 것을 감사하나이다 항상 내 말을 들으시는 줄을 내가 알았나이다 그러나 이 말씀 하옵는 것은 둘러선 무리를 위함이니 곧 아버지께서 나를 보내신 것을 그들로 믿게 하려 함이니이다 이 말씀을 하시고 큰 소리로 나사로야 나오라 부르시니 죽은 자가 수족을 베로 동인 채로 나오는데 그 얼굴은 수건에 싸였더라 예수께서 이르시되 풀어 놓아 다니게 하라 하시니라 마리아에게 와서 예수께서 하신 일을 본 많은 유대인이 그를 믿었으나 그 중에 어떤 자는 바리새인들에게 가서 예수께서 하신 일을 알리니라 이에 대제사장들과 바리새인들이 공회를 모으고 이르되 이 사람이 많은 표적을 행하니 우리가 어떻게 하겠느냐 만일 그를 이대로 두면 모든 사람이 그를 믿을 것이요 그리고 로마인들이 와서 우리 땅과 민족을 빼앗아 가리라 하니 그 중에 한 사람 그 해 대제사장인 가야바가 그들에게 말하되 너희가 아무 것도 알지 못하는도다 한 사람이 백성을 위하여 죽어서 온 민족이 망하지 않게 되는 것이 너희에게 유익한 줄을 생각하지 아니하는도다 하였으니 이 말은 스스로 함이 아니요 그 해에 대제사장이므로 예수께서 그 민족을 위하시고 또 그 민족만 위할 뿐 아니라 흩어진 하나님의 자녀를 모아 하나가 되게 하기 위하여 죽으실 것을 미리 말함이러라 이 날부터는 그들이 예수를 죽이려고 모의하니라 그러므로 예수께서 다시 유대인 가운데 드러나게 다니지 아니하시고 여기를 떠나 빈 들 가까운 곳인 에브라임이라는 동네에 가서 제자들과 함께 거기 머무르시니라 유대인의 유월절이 가까우매 많은 사람이 자기를 성결하게 하기 위하여 유월절 전에 시골서 예루살렘으로 올라갔더니 그들이 예수를 찾으며 성전에 서서 서로 말하되 너희 생각에는 어떠하냐 그가 명절에 오지 아니하겠느냐 하니 이는 대제사장들과 바리새인들이 누구든지 예수 있는 곳을 알거든 신고하여 잡게 하라 명령하였음이러라 유월절 엿새 전에 예수께서 베다니에 이르시니 이 곳은 예수께서 죽은 자 가운데서 살리신 나사로가 있는 곳이라 거기서 예수를 위하여 잔치할새 마르다는 일을 하고 나사로는 예수와 함께 앉은 자 중에 있더라 마리아는 지극히 비싼 향유 곧 순전한 나드 한 근을 가져다가 예수의 발에 붓고 자기 머리털로 그의 발을 씻으니 향유 냄새가 집에 가득하더라 제자 중 하나로서 예수를 잡아 줄 가룟 유다가 말하되 이 향유를 어찌하여 삼백 데나리온에 팔아 가난한 자들에게 주지 아니하였느냐 하니 이렇게 말함은 가난한 자들을 생각함이 아니요 그는 도둑이라 돈 궤를 맡고 거기 넣는 것을 훔쳐감이러라 예수께서 이르시되 그를 가만 두어 나의 장례할 날을 위하여 그것을 간직하게 하라 가난한 자들은 항상 너희와 함께 있거니와 나는 항상 있지 아니하리라 하시니라 유대인의 큰 무리가 예수께서 여기 계신 줄을 알고 오니 이는 예수만 보기 위함이 아니요 죽은 자 가운데서 살리신 나사로도 보려 함이러라 대제사장들이 나사로까지 죽이려고 모의하니 나사로 때문에 많은 유대인이 가서 예수를 믿음이러라 그 이튿날에는 명절에 온 큰 무리가 예수께서 예루살렘으로 오신다는 것을 듣고 종려나무 가지를 가지고 맞으러 나가 외치되 호산나 찬송하리로다 주의 이름으로 오시는 이 곧 이스라엘의 왕이시여 하더라 예수는 한 어린 나귀를 보고 타시니 이는 기록된 바 시온 딸아 두려워하지 말라 보라 너의 왕이 나귀새끼를 타고 오신다 함과 같더라 제자들은 처음에 이 일을 깨닫지 못하였다가 예수께서 영광을 얻으신 후에야 이것이 예수께 대하여 기록된 것임과 사람들이 예수께 이같이 한 것임이 생각났더라 나사로를 무덤에서 불러내어 죽은 자 가운데서 살리실 때에 함께 있던 무리가 증언한지라 이에 무리가 예수를 맞음은 이 표적 행하심을 들었음이러라 바리새인들이 서로 말하되 볼지어다 너희 하는 일이 쓸 데 없다 보라 온 세상이 그를 따르는도다 하니라 명절에 예배하러 올라온 사람 중에 헬라인 몇이 있는데 그들이 갈릴리 벳새다 사람 빌립에게 가서 청하여 이르되 선생이여 우리가 예수를 뵈옵고자 하나이다 하니 빌립이 안드레에게 가서 말하고 안드레와 빌립이 예수께 가서 여쭈니 예수께서 대답하여 이르시되 인자가 영광을 얻을 때가 왔도다 내가 진실로 진실로 너희에게 이르노니 한 알의 밀이 땅에 떨어져 죽지 아니하면 한 알 그대로 있고 죽으면 많은 열매를 맺느니라 자기의 생명을 사랑하는 자는 잃어버릴 것이요 이 세상에서 자기의 생명을 미워하는 자는 영생하도록 보전하리라 사람이 나를 섬기려면 나를 따르라 나 있는 곳에 나를 섬기는 자도 거기 있으리니 사람이 나를 섬기면 내 아버지께서 그를 귀히 여기시리라 지금 내 마음이 괴로우니 무슨 말을 하리요 아버지여 나를 구원하여 이 때를 면하게 하여 주옵소서 그러나 내가 이를 위하여 이 때에 왔나이다 아버지여, 아버지의 이름을 영광스럽게 하옵소서 하시니 이에 하늘에서 소리가 나서 이르되 내가 이미 영광스럽게 하였고 또 다시 영광스럽게 하리라 하시니 곁에 서서 들은 무리는 천둥이 울었다고도 하며 또 어떤 이들은 천사가 그에게 말하였다고도 하니 예수께서 대답하여 이르시되 이 소리가 난 것은 나를 위한 것이 아니요 너희를 위한 것이니라 이제 이 세상에 대한 심판이 이르렀으니 이 세상의 임금이 쫓겨나리라 내가 땅에서 들리면 모든 사람을 내게로 이끌겠노라 하시니 이렇게 말씀하심은 자기가 어떠한 죽음으로 죽을 것을 보이심이러라 이에 무리가 대답하되 우리는 율법에서 그리스도가 영원히 계신다 함을 들었거늘 너는 어찌하여 인자가 들려야 하리라 하느냐 이 인자는 누구냐 예수께서 이르시되 아직 잠시 동안 빛이 너희 중에 있으니 빛이 있을 동안에 다녀 어둠에 붙잡히지 않게 하라 어둠에 다니는 자는 그 가는 곳을 알지 못하느니라 너희에게 아직 빛이 있을 동안에 빛을 믿으라 그리하면 빛의 아들이 되리라 예수께서 이 말씀을 하시고 그들을 떠나가서 숨으시니라 이렇게 많은 표적을 저희 앞에서 행하셨으나 그를 믿지 아니하니 이는 선지자 이사야의 말씀을 이루려 하심이라 이르되 주여 우리에게서 들은 바를 누가 믿었으며 주의 팔이 누구에게 나타났나이까 하였더라 그들이 능히 믿지 못한 것은 이 때문이니 곧 이사야가 다시 일렀으되 그들의 눈을 멀게 하시고 그들의 마음을 완고하게 하셨으니 이는 그들로 하여금 눈으로 보고 마음으로 깨닫고 돌이켜 내게 고침을 받지 못하게 하려 함이라 하였음이더라 이사야가 이렇게 말한 것은 주의 영광을 보고 주를 가리켜 말한 것이라 그러나 관리 중에도 그를 믿는 자가 많되 바리새인들 때문에 드러나게 말하지 못하니 이는 출교를 당할까 두려워함이라 그들은 사람의 영광을 하나님의 영광보다 더 사랑하였더라 예수께서 외쳐 이르시되 나를 믿는 자는 나를 믿는 것이 아니요 나를 보내신 이를 믿는 것이며 나를 보는 자는 나를 보내신 이를 보는 것이니라 나는 빛으로 세상에 왔나니 무릇 나를 믿는 자로 어둠에 거하지 않게 하려 함이로라 사람이 내 말을 듣고 지키지 아니할지라도 내가 그를 심판하지 아니하노라 내가 온 것은 세상을 심판하려 함이 아니요 세상을 구원하려 함이로라 나를 저버리고 내 말을 받지 아니하는 자를 심판할 이가 있으니 곧 내가 한 그 말이 마지막 날에 그를 심판하리라 내가 내 자의로 말한 것이 아니요 나를 보내신 아버지께서 내가 말할 것과 이를 것을 친히 명령하여 주셨으니 나는 그의 명령이 영생인 줄 아노라 그러므로 내가 이르는 것은 내 아버지께서 내게 말씀하신 그대로니라 하시니라 유월절 전에 예수께서 자기가 세상을 떠나 아버지께로 돌아가실 때가 이른 줄 아시고 세상에 있는 자기 사람들을 사랑하시되 끝까지 사랑하시니라 마귀가 벌써 시몬의 아들 가룟 유다의 마음에 예수를 팔려는 생각을 넣었더니 저녁 먹는 중 예수는 아버지께서 모든 것을 자기 손에 맡기신 것과 또 자기가 하나님께로부터 오셨다가 하나님께로 돌아가실 것을 아시고 저녁 잡수시던 자리에서 일어나 겉옷을 벗고 수건을 가져다가 허리에 두르시고 이에 대야에 물을 떠서 제자들의 발을 씻으시고 그 두르신 수건으로 닦기를 시작하여 시몬 베드로에게 이르시니 베드로가 이르되 주여 주께서 내 발을 씻으시나이까 예수께서 대답하여 이르시되 내가 하는 것을 네가 지금은 알지 못하나 이후에는 알리라 베드로가 이르되 내 발을 절대로 씻지 못하시리이다 예수께서 대답하시되 내가 너를 씻어 주지 아니하면 네가 나와 상관이 없느니라 시몬 베드로가 이르되 주여 내 발뿐 아니라 손과 머리도 씻어 주옵소서 예수께서 이르시되 이미 목욕한 자는 발밖에 씻을 필요가 없느니라 온 몸이 깨끗하니라 너희가 깨끗하나 다는 아니니라 하시니 이는 자기를 팔 자가 누구인지 아심이라 그러므로 다는 깨끗하지 아니하다 하시니라 그들의 발을 씻으신 후에 옷을 입으시고 다시 앉아 그들에게 이르시되 내가 너희에게 행한 것을 너희가 아느냐 너희가 나를 선생이라 또는 주라 하니 너희 말이 옳도다 내가 그러하다 내가 주와 또는 선생이 되어 너희 발을 씻었으니 너희도 서로 발을 씻어 주는 것이 옳으니라 내가 너희에게 행한 것 같이 너희도 행하게 하려 하여 본을 보였노라 내가 진실로 진실로 너희에게 이르노니 종이 주인보다 크지 못하고 보냄을 받은 자가 보낸 자보다 크지 못하나니 너희가 이것을 알고 행하면 복이 있으리라 내가 너희 모두를 가리켜 말하는 것이 아니니라 나는 내가 택한 자들이 누구인지 앎이라 그러나 내 떡을 먹는 자가 내게 발꿈치를 들었다 한 성경을 응하게 하려는 것이니라 지금부터 일이 일어나기 전에 미리 너희에게 일러둠은 일이 일어날 때에 내가 그인 줄 너희가 믿게 하려 함이로라 내가 진실로 진실로 너희에게 이르노니 내가 보낸 자를 영접하는 자는 나를 영접하는 것이요 나를 영접하는 자는 나를 보내신 이를 영접하는 것이니라 예수께서 이 말씀을 하시고 심령에 괴로워 증언하여 이르시되 내가 진실로 진실로 너희에게 이르노니 너희 중 하나가 나를 팔리라 하시니 제자들이 서로 보며 누구에게 대하여 말씀하시는지 의심하더라 예수의 제자 중 하나 곧 그가 사랑하시는 자가 예수의 품에 의지하여 누웠는지라 시몬 베드로가 머릿짓을 하여 말하되 말씀하신 자가 누구인지 말하라 하니 그가 예수의 가슴에 그대로 의지하여 말하되 주여 누구니이까 예수께서 대답하시되 내가 떡 한 조각을 적셔다 주는 자가 그니라 하시고 곧 한 조각을 적셔서 가룟 시몬의 아들 유다에게 주시니 조각을 받은 후 곧 사탄이 그 속에 들어간지라 이에 예수께서 유다에게 이르시되 네 하는 일을 속히 하라 하시니 이 말씀을 무슨 뜻으로 하셨는지 그 앉은 자 중에 아는 자가 없고 어떤 이들은 유다가 돈궤를 맡았으므로 명절에 우리가 쓸 물건을 사라 하시는지 혹은 가난한 자들에게 무엇을 주라 하시는 줄로 생각하더라 유다가 그 조각을 받고 곧 나가니 밤이러라 그가 나간 후에 예수께서 이르시되 지금 인자가 영광을 받았고 하나님도 인자로 말미암아 영광을 받으셨도다 만일 하나님이 그로 말미암아 영광을 받으셨으면 하나님도 자기로 말미암아 그에게 영광을 주시리니 곧 주시리라 작은 자들아 내가 아직 잠시 너희와 함께 있겠노라 너희가 나를 찾을 것이나 일찍이 내가 유대인들에게 너희는 내가 가는 곳에 올 수 없다고 말한 것과 같이 지금 너희에게도 이르노라 새 계명을 너희에게 주노니 서로 사랑하라 내가 너희를 사랑한 것 같이 너희도 서로 사랑하라 너희가 서로 사랑하면 이로써 모든 사람이 너희가 내 제자인 줄 알리라 시몬 베드로가 이르되 주여 어디로 가시나이까 예수께서 대답하시되 내가 가는 곳에 네가 지금은 따라올 수 없으나 후에는 따라 오리라 베드로가 이르되 주여 내가 지금은 어찌하여 따라갈 수 없나이까 주를 위하여 내 목숨을 버리겠나이다 예수께서 대답하시되 네가 나를 위하여 네 목숨을 버리겠느냐 내가 진실로 진실로 네게 이르노니 닭 울기 전에 네가 세 번 나를 부인하리라 너희는 마음에 근심하지 말라 하나님을 믿으니 또 나를 믿으라 내 아버지 집에 거할 곳이 많도다 그렇지 않으면 너희에게 일렀으리라 내가 너희를 위하여 거처를 예비하러 가노니 가서 너희를 위하여 거처를 예비하면 내가 다시 와서 너희를 내게로 영접하여 나 있는 곳에 너희도 있게 하리라 내가 어디로 가는지 그 길을 너희가 아느니라 도마가 이르되 주여 어디로 가시는지 우리가 알지 못하거늘 그 길을 어찌 알겠사옵나이까 예수께서 이르시되 내가 곧 길이요 진리요 생명이니 나로 말미암지 않고는 아버지께로 올 자가 없느니라 너희가 나를 알았더라면 내 아버지도 알았으리로다 이제부터는 너희가 그를 알았고 또 보았느니라 빌립이 이르되 주여 아버지를 우리에게 보여 주옵소서 그리하면 족하겠나이다 예수께서 이르시되 빌립아 내가 이렇게 오래 너희와 함께 있으되 네가 나를 알지 못하느냐 나를 본 자는 아버지를 보았거늘 어찌하여 아버지를 보이라 하느냐 나는 아버지 안에 거하고 아버지는 내 안에 계신 것을 네가 믿지 아니하느냐 내가 너희에게 이르는 말은 스스로 하는 것이 아니라 아버지께서 내 안에 계셔서 그의 일을 하시는 것이라 내가 아버지 안에 거하고 아버지께서 내 안에 계심을 믿으라 그렇지 못하겠거든 행하는 그 일로 말미암아 나를 믿으라 내가 진실로 진실로 너희에게 이르노니 나를 믿는 자는 내가 하는 일을 그도 할 것이요 또한 그보다 큰 일도 하리니 이는 내가 아버지께로 감이라 너희가 내 이름으로 무엇을 구하든지 내가 행하리니 이는 아버지로 하여금 아들로 말미암아 영광을 받으시게 하려 함이라 내 이름으로 무엇이든지 내게 구하면 내가 행하리라 너희가 나를 사랑하면 나의 계명을 지키리라 내가 아버지께 구하겠으니 그가 또 다른 보혜사를 너희에게 주사 영원토록 너희와 함께 있게 하리니 그는 진리의 영이라 세상은 능히 그를 받지 못하나니 이는 그를 보지도 못하고 알지도 못함이라 그러나 너희는 그를 아나니 그는 너희와 함께 거하심이요 또 너희 속에 계시겠음이라 내가 너희를 고아와 같이 버려두지 아니하고 너희에게로 오리라 조금 있으면 세상은 다시 나를 보지 못할 것이로되 너희는 나를 보리니 이는 내가 살아 있고 너희도 살아 있겠음이라 그 날에는 내가 아버지 안에, 너희가 내 안에, 내가 너희 안에 있는 것을 너희가 알리라 나의 계명을 지키는 자라야 나를 사랑하는 자니 나를 사랑하는 자는 내 아버지께 사랑을 받을 것이요 나도 그를 사랑하여 그에게 나를 나타내리라 가룟인 아닌 유다가 이르되 주여 어찌하여 자기를 우리에게는 나타내시고 세상에는 아니하려 하시나이까 예수께서 대답하여 이르시되 사람이 나를 사랑하면 내 말을 지키리니 내 아버지께서 그를 사랑하실 것이요 우리가 그에게 가서 거처를 그와 함께 하리라 나를 사랑하지 아니하는 자는 내 말을 지키지 아니하나니 너희가 듣는 말은 내 말이 아니요 나를 보내신 아버지의 말씀이니라 내가 아직 너희와 함께 있어서 이 말을 너희에게 하였거니와 보혜사 곧 아버지께서 내 이름으로 보내실 성령 그가 너희에게 모든 것을 가르치고 내가 너희에게 말한 모든 것을 생각나게 하리라 평안을 너희에게 끼치노니 곧 나의 평안을 너희에게 주노라 내가 너희에게 주는 것은 세상이 주는 것 같지 아니하니라 너희는 마음에 근심하지도 말고 두려워하지도 말라 내가 갔다가 너희에게로 온다 하는 말을 너희가 들었나니 나를 사랑하였더라면 내가 아버지께로 감을 기뻐하였으리라 아버지는 나보다 크심이니라 이제 일이 일어나기 전에 너희에게 말한 것은 일이 일어날 때에 너희로 믿게 하려 함이라 이 후에는 내가 너희와 말을 많이 하지 아니하리니 이 세상의 임금이 오겠음이라 그러나 그는 내게 관계할 것이 없으니 오직 내가 아버지를 사랑하는 것과 아버지께서 명하신 대로 행하는 것을 세상이 알게 하려 함이로라 일어나라 여기를 떠나자 하시니라 나는 참포도나무요 내 아버지는 농부라 무릇 내게 붙어 있어 열매를 맺지 아니하는 가지는 아버지께서 그것을 제거해 버리시고 무릇 열매를 맺는 가지는 더 열매를 맺게 하려 하여 그것을 깨끗하게 하시느니라 너희는 내가 일러 준 말로 이미 깨끗하여졌으니 내 안에 거하라 나도 너희 안에 거하리라 가지가 포도나무에 붙어 있지 아니하면 스스로 열매를 맺을 수 없음 같이 너희도 내 안에 있지 아니하면 그러하리라 나는 포도나무요 너희는 가지라 그가 내 안에, 내가 그 안에 거하면 사람이 열매를 많이 맺나니 나를 떠나서는 너희가 아무 것도 할 수 없음이라 사람이 내 안에 거하지 아니하면 가지처럼 밖에 버려져 마르나니 사람들이 그것을 모아다가 불에 던져 사르느니라 너희가 내 안에 거하고 내 말이 너희 안에 거하면 무엇이든지 원하는 대로 구하라 그리하면 이루리라 너희가 열매를 많이 맺으면 내 아버지께서 영광을 받으실 것이요 너희는 내 제자가 되리라 아버지께서 나를 사랑하신 것 같이 나도 너희를 사랑하였으니 나의 사랑 안에 거하라 내가 아버지의 계명을 지켜 그의 사랑 안에 거하는 것 같이 너희도 내 계명을 지키면 내 사랑 안에 거하리라 내가 이것을 너희에게 이름은 내 기쁨이 너희 안에 있어 너희 기쁨을 충만하게 하려 함이라 내 계명은 곧 내가 너희를 사랑한 것 같이 너희도 서로 사랑하라 하는 이것이니라 사람이 친구를 위하여 자기 목숨을 버리면 이보다 더 큰 사랑이 없나니 너희는 내가 명하는 대로 행하면 곧 나의 친구라 이제부터는 너희를 종이라 하지 아니하리니 종은 주인이 하는 것을 알지 못함이라 너희를 친구라 하였노니 내가 내 아버지께 들은 것을 다 너희에게 알게 하였음이라 너희가 나를 택한 것이 아니요 내가 너희를 택하여 세웠나니 이는 너희로 가서 열매를 맺게 하고 또 너희 열매가 항상 있게 하여 내 이름으로 아버지께 무엇을 구하든지 다 받게 하려 함이라 내가 이것을 너희에게 명함은 너희로 서로 사랑하게 하려 함이라 세상이 너희를 미워하면 너희보다 먼저 나를 미워한 줄을 알라 너희가 세상에 속하였으면 세상이 자기의 것을 사랑할 것이나 너희는 세상에 속한 자가 아니요 도리어 내가 너희를 세상에서 택하였기 때문에 세상이 너희를 미워하느니라 내가 너희에게 종이 주인보다 더 크지 못하다 한 말을 기억하라 사람들이 나를 박해하였은즉 너희도 박해할 것이요 내 말을 지켰은즉 너희 말도 지킬 것이라 그러나 사람들이 내 이름으로 말미암아 이 모든 일을 너희에게 하리니 이는 나를 보내신 이를 알지 못함이라 내가 와서 그들에게 말하지 아니하였더라면 죄가 없었으려니와 지금은 그 죄를 핑계할 수 없느니라 나를 미워하는 자는 또 내 아버지를 미워하느니라 내가 아무도 못한 일을 그들 중에서 하지 아니하였더라면 그들에게 죄가 없었으려니와 지금은 그들이 나와 내 아버지를 보았고 또 미워하였도다 그러나 이는 그들의 율법에 기록된 바 그들이 이유 없이 나를 미워하였다 한 말을 응하게 하려 함이라 내가 아버지께로부터 너희에게 보낼 보혜사 곧 아버지께로부터 나오시는 진리의 성령이 오실 때에 그가 나를 증언하실 것이요 너희도 처음부터 나와 함께 있었으므로 증언하느니라",장문본문,
나사로가 죽었다는 소식을 들은 예수님이 먼저 하신 행동은 무엇인가요?|달려가셨다|기도만 하셨다|우셨다|제자들에게 말씀하셨다|3,장문퀴즈,
마르다에게 예수님이 하신 말씀 중 유명한 구절은 무엇인가요?|빨리 믿어라|나는 부활이요 생명이니 나를 믿는 자는 죽어도 살겠고|기도하라|기다리라|2,장문퀴즈,
나사로를 살리실 때 예수님이 하신 명령은 무엇인가요?|일어나라|나사로야 나오라|걸어라|눈을 떠라|2,장문퀴즈,
최후의 만찬에서 예수님이 제자들에게 하신 행동은 무엇인가요?|설교만 하셨다|제자들의 발을 씻기셨다|음식을 나누셨다|기도만 하셨다|2,장문퀴즈,
유다가 떠난 후 예수님이 주신 새 계명은 무엇인가요?|율법을 지켜라|서로 사랑하라 내가 너희를 사랑한 것같이 너희도 서로 사랑하라|기도하라|전도하라|2,장문퀴즈,
예수님이 제자들에게 약속하신 보혜사는 누구인가요?|천사|성령|모세|엘리야|2,장문퀴즈,
도마에게 예수님이 하신 유명한 말씀은 무엇인가요?|힘내라|내가 곧 길이요 진리요 생명이니 나로 말미암지 않고는 아버지께로 올 자가 없느니라|기도하라|믿어라|2,장문퀴즈,
요한복음 15장에서 예수님이 자신을 무엇이라 하셨나요?|선한 목자|참포도나무|생명의 떡|빛|2,장문퀴즈,
포도나무 비유에서 가지가 열매를 맺으려면 무엇이 필요한가요?|물|포도나무(예수님) 안에 거하는 것|햇빛|비료|2,장문퀴즈,
요한복음 15장에서 예수님이 친구로 여기는 조건은 무엇인가요?|기도하는 것|내가 명하는 것을 행하는 것|금식하는 것|헌금하는 것|2,장문퀴즈,
,,
,,
[요한복음 16장 ~ 20장],장문제목,
